"","source_df","sample_id","sci_name","sample_info","common_name","sampling_location","sample_origin","prep_form","body_part","ref_id","data_processing_comments","Nutrient","Value","Nutrient_Name","Unit_converted","body_part_2","outlier_calcium","outlier_calcium2","outlier_iron","outlier_iron2","outlier_selenium","outlier_selenium2","outlier_dha","outlier_dha2","outlier_epa","outlier_epa2","outlier_pufa","outlier_pufa2","outlier_protein1","outlier_protein2","outlier_zinc","outlier_zinc1","outlier_vitA","outlier_vitA2"
"6025","Bernhardt & O'Connor, 2019","c47","Anguilla rostrata","American Eel, muscle","American Eel",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.615,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6026","Bernhardt & O'Connor, 2019","c474","Mugil cephalus","Flathead Gray Mullet, muscle","Flathead Gray Mullet",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.398,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6027","Bernhardt & O'Connor, 2019","c484","Myoxocephalus scorpius","Shorthorn Sculpin, muscle","Shorthorn Sculpin",NA,NA,NA,"muscle","50",NA,"ZN(mg)",4.3,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6028","Bernhardt & O'Connor, 2019","c485","Myoxocephalus scorpius","Shorthorn Sculpin, liver","Shorthorn Sculpin",NA,NA,NA,"liver","50",NA,"ZN(mg)",10,"Zinc (mg)","mg/100g","liver","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6029","Bernhardt & O'Connor, 2019","c536","Oncorhynchus keta","Chum Salmon, muscle","Chum Salmon",NA,NA,NA,"muscle","27",NA,"ZN(mg)",1.37,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6030","Bernhardt & O'Connor, 2019","c564","Oncorhynchus mykiss","Rainbow Trout, muscle","Rainbow Trout",NA,NA,NA,"muscle","27",NA,"ZN(mg)",1.28,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6031","Bernhardt & O'Connor, 2019","c566","Oncorhynchus mykiss","Rainbow Trout, whole","Rainbow Trout",NA,NA,NA,"whole","27",NA,"ZN(mg)",11.8,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6032","Bernhardt & O'Connor, 2019","c58","Aplodinotus grunniens","Freshwater Drum, muscle","Freshwater Drum",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.7,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6033","Bernhardt & O'Connor, 2019","c606","Oncorhynchus tshawytscha","Chinook Salmon, muscle","Chinook Salmon",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.8,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6034","Bernhardt & O'Connor, 2019","c61","Boreogadus saida","Arctic Cod, muscle","Arctic Cod",NA,NA,NA,"muscle","2",NA,"ZN(mg)",0.5,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6035","Bernhardt & O'Connor, 2019","c622","Ophiodon elongatus","Lingcod, muscle","Lingcod",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.03,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6036","Bernhardt & O'Connor, 2019","c625","Osmerus mordax","Rainbow Smelt, muscle","Rainbow Smelt",NA,NA,NA,"muscle","55",NA,"ZN(mg)",1.65,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6037","Bernhardt & O'Connor, 2019","c626","Osmerus mordax","Rainbow Smelt, muscle","Rainbow Smelt",NA,NA,NA,"muscle","27",NA,"ZN(mg)",2,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6038","Bernhardt & O'Connor, 2019","c660","Perca flavescens","Yellow Perch, muscle","Yellow Perch",NA,NA,NA,"muscle","44",NA,"ZN(mg)",0.546,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6039","Bernhardt & O'Connor, 2019","c662","Perca flavescens","Yellow Perch, muscle","Yellow Perch",NA,NA,NA,"muscle","27",NA,"ZN(mg)",1.2,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6040","Bernhardt & O'Connor, 2019","c669","Percidae","Perch and Darters, muscle","Perch and Darters",NA,NA,NA,"muscle","27",NA,"ZN(mg)",1.285,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6041","Bernhardt & O'Connor, 2019","c685","Pomatomus saltatrix","Bluefish, muscle","Bluefish",NA,NA,NA,"muscle","65",NA,"ZN(mg)",0.763,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6042","Bernhardt & O'Connor, 2019","c689","Pseudopleuronectes americanus","Winter Flounder, muscle","Winter Flounder",NA,NA,NA,"muscle","65",NA,"ZN(mg)",0.394,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6043","Bernhardt & O'Connor, 2019","c700","Rajidae","Skates, muscle","Skates",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.98,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6044","Bernhardt & O'Connor, 2019","c717","Salmo salar","Atlantic Salmon, muscle","Atlantic Salmon",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.47,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6045","Bernhardt & O'Connor, 2019","c720","Salmo salar","Atlantic Salmon, muscle","Atlantic Salmon",NA,NA,NA,"muscle","2",NA,"ZN(mg)",0.6,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6046","Bernhardt & O'Connor, 2019","c725","Salmo trutta","Brown Trout, muscle","Brown Trout",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.46,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6047","Bernhardt & O'Connor, 2019","c729","Salvelinus alpinus","Arctic Char, muscle","Arctic Char",NA,NA,NA,"muscle","30",NA,"ZN(mg)",0.8,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6048","Bernhardt & O'Connor, 2019","c732","Salvelinus alpinus","Arctic Char, muscle","Arctic Char",NA,NA,NA,"muscle","9",NA,"ZN(mg)",0.6,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6049","Bernhardt & O'Connor, 2019","c743","Salvelinus alpinus","Arctic Char, muscle","Arctic Char",NA,NA,NA,"muscle","2",NA,"ZN(mg)",0.6,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6050","Bernhardt & O'Connor, 2019","c744","Salvelinus alpinus","Arctic Char, muscle","Arctic Char",NA,NA,NA,"muscle","50",NA,"ZN(mg)",2.3,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6051","Bernhardt & O'Connor, 2019","c748","Salvelinus alpinus","Arctic Char, liver","Arctic Char",NA,NA,NA,"liver","50",NA,"ZN(mg)",13,"Zinc (mg)","mg/100g","liver","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6052","Bernhardt & O'Connor, 2019","c753","Salvelinus fontinalis","Brook Trout, muscle","Brook Trout",NA,NA,NA,"muscle","65",NA,"ZN(mg)",0.471,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6053","Bernhardt & O'Connor, 2019","c765","Salvelinus fontinalis","Brook Trout, muscle","Brook Trout",NA,NA,NA,"muscle","2",NA,"ZN(mg)",0.5,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6054","Bernhardt & O'Connor, 2019","c766","Salvelinus fontinalis","Brook Trout, muscle","Brook Trout",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.46,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6055","Bernhardt & O'Connor, 2019","c780","Salvelinus namaycush","Lake Trout, muscle","Lake Trout",NA,NA,NA,"muscle","2",NA,"ZN(mg)",0.4,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6056","Bernhardt & O'Connor, 2019","c781","Salvelinus namaycush","Lake Trout, muscle","Lake Trout",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.21,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6057","Bernhardt & O'Connor, 2019","c797","Scomber scombrus","Atlantic Mackerel, muscle","Atlantic Mackerel",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.639,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6058","Bernhardt & O'Connor, 2019","c816","Scombridae","Tuna and Mackerel, muscle","Tuna and Mackerel",NA,NA,NA,"muscle","27",NA,"ZN(mg)",1.13,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6059","Bernhardt & O'Connor, 2019","c821","Sebastes norvegicus","Golden Redfish, muscle","Golden Redfish",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.683,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6060","Bernhardt & O'Connor, 2019","c848","Sparidae","Porgies, muscle","Porgies",NA,NA,NA,"muscle","27",NA,"ZN(mg)",1.92,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6061","Bernhardt & O'Connor, 2019","c867","Squalus acanthias","Spiny Dogfish, muscle","Spiny Dogfish",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.52,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6062","Bernhardt & O'Connor, 2019","c869","Squalus acanthias","Spiny Dogfish, muscle","Spiny Dogfish",NA,NA,NA,"muscle","27",NA,"ZN(mg)",0.819,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6063","Bernhardt & O'Connor, 2019","c87","Carassius auratus","Goldfish, whole","Goldfish",NA,NA,NA,"whole","27",NA,"ZN(mg)",6,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6064","Bernhardt & O'Connor, 2019","c882","Thaleichthys pacificus","Eulachon, muscle","Eulachon",NA,NA,NA,"muscle","38",NA,"ZN(mg)",1.3,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6065","Bernhardt & O'Connor, 2019","c96","Catostomus catostomus","Longnose Sucker, muscle","Longnose Sucker",NA,NA,NA,"muscle","2",NA,"ZN(mg)",0.5,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6066","Bernhardt & O'Connor, 2019","c99","Catostomus commersonii","White Sucker, muscle","White Sucker",NA,NA,NA,"muscle","2",NA,"ZN(mg)",0.3,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6067","Bernhardt & O'Connor, 2019","af35","Pinirampus pirinampu","Flatwhiskered catfish, wild, skinless, boneless fillets, raw","Flatwhiskered catfish","Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,NA,"muscle_skinless","fi17","FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA","EPA(g)",0.284944427029078,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6068","Bernhardt & O'Connor, 2019","af39","Plagioscion squamosissimus","South American silver croaker, wild, skinless, boneless fillets, raw","South American silver croaker","Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,NA,"muscle_skinless","fi17","FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA","EPA(g)",0.0587391168920154,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6069","Bernhardt & O'Connor, 2019","af390","Katsuwonus pelamis","Skipjack tuna, wild, steak, raw","Skipjack tuna","India, Tamilnadu, Tuticorin fish-landing center",NA,NA,"muscle","fi150","CHOLE- (analyzed according to AOAC 1995); FAT expressed per DM - conversion to FW; FAME converted using XFA","EPA(g)",0.0395539518821971,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6070","Bernhardt & O'Connor, 2019","af40","Prochilodus lineatus","Streaked prochilod, wild, skinless, boneless fillets, raw","Streaked prochilod","Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,NA,"muscle_skinless","fi17","FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA","EPA(g)",0.0400095457633608,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6071","Bernhardt & O'Connor, 2019","af41","Salminus maxillosus","Dorado, wild, skinless, boneless fillets, raw","Dorado","Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,NA,"muscle_skinless","fi17","FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA","EPA(g)",0.0327061288911066,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6072","Bernhardt & O'Connor, 2019","af44","Piaractus mesopotamicus","Pirapatinga, wild, skinless, boneless fillets, raw","Pacu","Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,NA,"muscle_skinless","fi17","FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA","EPA(g)",0.2352378480787,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6073","Bernhardt & O'Connor, 2019","af46","Leporinus friderici","wild, skinless, boneless fillets, raw",NA,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,NA,"muscle_skinless","fi17","FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA","EPA(g)",0.0318781458008098,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6074","Bernhardt & O'Connor, 2019","af47","Pseudoplatystoma corruscans","Spotted sorubim, wild, skinless, boneless fillets, raw","Spotted sorubim","Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,NA,"muscle_skinless","fi17","FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA","EPA(g)",0.0452302775379222,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6075","Bernhardt & O'Connor, 2019","af49","Oreochromis niloticus","Nile tilapia, wild, skinless, boneless fillets, raw","Nile tilapia","Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,NA,"muscle_skinless","fi17","FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA","EPA(g)",0.0502467024392077,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6076","Bernhardt & O'Connor, 2019","af51","Salmo","wild, skinless, boneless fillets, raw","Trouts nei","Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,NA,"muscle_skinless","fi17","FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA","EPA(g)",0.0980506854045853,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6077","Bernhardt & O'Connor, 2019","bc101","Protopterus aethiopicus","Marbled lungfish, wild, skinless, boneless dorsal muscle, raw","Marbled lungfish","Uganda, Bukungu at Lake Kyoga",NA,NA,"muscle_skinless","fi23",NA,"EPA(g)",0.02162,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6078","Bernhardt & O'Connor, 2019","bc1011","Dasyatis americana","Southern stingray, wild, fillet (center of pectoral fin), raw","Southern stingray","USA, MS, Ship Island",NA,NA,"muscle","fi166",NA,"EPA(g)",0.01,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6079","Bernhardt & O'Connor, 2019","bc1012","Dasyatis americana","Southern stingray, wild, fillet (center of pectoral fin), raw","Southern stingray","USA, MS, Horn Island",NA,NA,"muscle","fi166",NA,"EPA(g)",0.0133,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6080","Bernhardt & O'Connor, 2019","bc1013","Rhizoprionodon terraenovae","Atlantic sharpnose shark, wild, fillet (along dorsal line), raw","Atlantic sharpnose shark","Unknown, Gulf of Mexico",NA,NA,"muscle","fi166",NA,"EPA(g)",0.01,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6081","Bernhardt & O'Connor, 2019","bc1014","Carcharhinus limbatus","Blacktip shark, wild, fillet (along dorsal line), raw","Blacktip shark","Unknown, Gulf of Mexico",NA,NA,"muscle","fi166",NA,"EPA(g)",0.01,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6082","Bernhardt & O'Connor, 2019","bc103","Synodontis victoriae","Lake Victoria squeaker, wild, skinless, boneless dorsal muscle, raw","Upsidedown catfishes","Uganda, Napoleon Gulf in Lake Victora",NA,NA,"muscle_skinless","fi23",NA,"EPA(g)",0.0175,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6083","Bernhardt & O'Connor, 2019","bc104","Synodontis victoriae","Lake Victoria squeaker, wild, skinless, boneless dorsal muscle, raw","Upsidedown catfishes","Uganda, Bukungu at Lake Kyoga",NA,NA,"muscle_skinless","fi23",NA,"EPA(g)",0.02146,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6084","Bernhardt & O'Connor, 2019","bc1048","Perca fluviatilis","Eurasian perch, wild, muscle fillet, raw","European perch","Netherlands, Boven-Hardinxveld, Rhine river",NA,NA,"muscle","fi183","FA converted using XFA","EPA(g)",0.12324125,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6085","Bernhardt & O'Connor, 2019","bc1049","Perca fluviatilis","Eurasian perch, wild, muscle fillet, raw","European perch","France, Lugrin, Lake Geneva",NA,NA,"muscle","fi183","FA converted using XFA","EPA(g)",0.15723708,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6086","Bernhardt & O'Connor, 2019","bc105","Clarias gariepinus","African catfish, wild, skinless, boneless dorsal muscle, raw","North African catfish","Uganda, Lwampanga at Lake Kyoga",NA,NA,"muscle_skinless","fi23",NA,"EPA(g)",0.01536,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6087","Bernhardt & O'Connor, 2019","bc1050","Perca fluviatilis","Eurasian perch, wild, muscle fillet, raw","European perch","Netherlands, Boven-Hardinxveld, Rhine river",NA,NA,"muscle","fi183","FA converted using XFA","EPA(g)",0.136724,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6088","Bernhardt & O'Connor, 2019","bc1051","Perca fluviatilis","Eurasian perch, wild, muscle fillet, raw","European perch","Netherlands, Boven-Hardinxveld, Rhine river",NA,NA,"muscle","fi183","FA converted using XFA","EPA(g)",0.1095292,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6089","Bernhardt & O'Connor, 2019","bc1052","Perca fluviatilis","Eurasian perch, wild, muscle fillet, raw","European perch","Netherlands, Boven-Hardinxveld, Rhine river",NA,NA,"muscle","fi183","FA converted using XFA","EPA(g)",0.13063635,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6090","Bernhardt & O'Connor, 2019","bc1053","Perca fluviatilis","Eurasian perch, wild, muscle fillet, raw","European perch","Netherlands, Boven-Hardinxveld, Rhine river",NA,NA,"muscle","fi183","FA converted using XFA","EPA(g)",0.12081186,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6091","Bernhardt & O'Connor, 2019","bc1054","Perca fluviatilis","Eurasian perch, wild, muscle fillet, raw","European perch","France, Lugrin, Lake Geneva",NA,NA,"muscle","fi183","FA converted using XFA","EPA(g)",0.20176792,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6092","Bernhardt & O'Connor, 2019","bc1055","Perca fluviatilis","Eurasian perch, wild, muscle fillet, raw","European perch","France, Lugrin, Lake Geneva",NA,NA,"muscle","fi183","FA converted using XFA","EPA(g)",0.1680728,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6093","Bernhardt & O'Connor, 2019","bc1056","Perca fluviatilis","Eurasian perch, wild, muscle fillet, raw","European perch","France, Lugrin, Lake Geneva",NA,NA,"muscle","fi183","FA converted using XFA","EPA(g)",0.14496418,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6094","Bernhardt & O'Connor, 2019","bc1057","Perca fluviatilis","Eurasian perch, wild, muscle fillet, raw","European perch","France, Lugrin, Lake Geneva",NA,NA,"muscle","fi183","FA converted using XFA","EPA(g)",0.11847254,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6095","Bernhardt & O'Connor, 2019","bc106","Clarias gariepinus","African catfish, wild, skinless, boneless dorsal muscle, raw","North African catfish","Uganda, Bukungu at Lake Kyoga",NA,NA,"muscle_skinless","fi23",NA,"EPA(g)",0.0256,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6096","Bernhardt & O'Connor, 2019","bc107","Bagrus docmak","Semutundu, wild, skinless, boneless, dorsal muscle, raw","Semutundu","Uganda, Napoleon Gulf in Lake Victora",NA,NA,"muscle_skinless","fi23",NA,"EPA(g)",0.013,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6097","Bernhardt & O'Connor, 2019","bc1074","Thymallus arcticus","Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw","Arctic grayling","Russia, Siberia, Yenisei river",NA,NA,"muscle","fi186",NA,"EPA(g)",0.102,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6098","Bernhardt & O'Connor, 2019","bc1075","Thymallus arcticus","Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw","Arctic grayling","Russia, Siberia, Yenisei river",NA,NA,"muscle","fi186",NA,"EPA(g)",0.078,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6099","Bernhardt & O'Connor, 2019","bc1076","Thymallus arcticus","Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw","Arctic grayling","Russia, Siberia, Yenisei river",NA,NA,"muscle","fi186",NA,"EPA(g)",0.06,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6100","Bernhardt & O'Connor, 2019","bc1077","Thymallus arcticus","Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw","Arctic grayling","Russia, Siberia, Yenisei river",NA,NA,"muscle","fi186",NA,"EPA(g)",0.092,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6101","Bernhardt & O'Connor, 2019","bc1078","Thymallus arcticus","Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw","Arctic grayling","Russia, Siberia, Yenisei river",NA,NA,"muscle","fi186",NA,"EPA(g)",0.079,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6102","Bernhardt & O'Connor, 2019","bc1079","Thymallus arcticus","Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw","Arctic grayling","Russia, Siberia, Yenisei river",NA,NA,"muscle","fi186",NA,"EPA(g)",0.078,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6103","Bernhardt & O'Connor, 2019","bc108","Bagrus docmak","Semutundu, wild, skinless, boneless, dorsal muscle, raw","Semutundu","Uganda, Lwampanga at Lake Kyoga",NA,NA,"muscle_skinless","fi23",NA,"EPA(g)",0.01008,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"6104","Bernhardt & O'Connor, 2019","bc1080","Thymallus arcticus","Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw","Arctic grayling","Russia, Siberia, Yenisei river",NA,NA,"muscle","fi186",NA,"EPA(g)",0.07,"EPA (g)",NA,"muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
