"","sci_name","temperature","Family","Genus","Species","nutrient_data","ctmax_estimate","gl_fish"
"89","Acanthistius brasilianus",13.2661437994588,"Serranidae","Acanthistius","brasilianus","Y",NA,NA
"90","Acanthistius brasilianus",17.0198702229991,"Serranidae","Acanthistius","brasilianus","Y",NA,NA
"91","Acanthopagrus arabicus",32.8535746640724,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"92","Acanthopagrus arabicus",31.6715626668909,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"93","Acanthopagrus arabicus",30.8492253513771,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"94","Acanthopagrus arabicus",28.5478089991434,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"95","Acanthopagrus arabicus",33.82856301995,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"96","Acanthopagrus arabicus",28.6212261531146,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"97","Acanthopagrus arabicus",36.0238701005728,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"98","Acanthopagrus arabicus",34.2852097954125,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"99","Acanthopagrus arabicus",29.5893382732979,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"100","Acanthopagrus arabicus",27.4895254562656,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"101","Acanthopagrus arabicus",28.3287232762211,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"102","Acanthopagrus arabicus",30.8974291677294,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"103","Acanthopagrus arabicus",29.5601495371616,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"104","Acanthopagrus arabicus",29.292333506856,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"105","Acanthopagrus arabicus",27.6881681997884,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"106","Acanthopagrus arabicus",30.0956825763457,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"107","Acanthopagrus arabicus",28.1308889603026,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"108","Acanthopagrus arabicus",25.7859221929378,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"109","Acanthopagrus arabicus",29.2055391055229,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"110","Acanthopagrus arabicus",32.6557155421042,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"111","Acanthopagrus arabicus",28.6873833421418,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"112","Acanthopagrus arabicus",31.8297478981979,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"113","Acanthopagrus arabicus",25.9188579189183,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"114","Acanthopagrus arabicus",30.067708175126,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"115","Acanthopagrus arabicus",31.5945783758235,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"116","Acanthopagrus arabicus",31.0149902780739,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"117","Acanthopagrus arabicus",30.495887205053,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"118","Acanthopagrus arabicus",28.5138178980797,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"119","Acanthopagrus arabicus",27.9588084283237,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"120","Acanthopagrus arabicus",27.4956123113291,"Sparidae","Acanthopagrus","arabicus","Y",NA,NA
"121","Acanthopagrus latus",24.9110914496301,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"122","Acanthopagrus latus",20.8322303985549,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"123","Acanthopagrus latus",22.581985854093,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"124","Acanthopagrus latus",23.4798659939788,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"125","Acanthopagrus latus",31.5215999245311,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"126","Acanthopagrus latus",21.9639365617894,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"127","Acanthopagrus latus",25.3619744044031,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"128","Acanthopagrus latus",24.7591156480086,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"129","Acanthopagrus latus",20.7771547317019,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"130","Acanthopagrus latus",24.1874931495927,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"131","Acanthopagrus latus",29.9924456210373,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"132","Acanthopagrus latus",26.1895921116922,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"133","Acanthopagrus latus",24.6184667606633,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"134","Acanthopagrus latus",22.8426226472126,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"135","Acanthopagrus latus",16.5976956134969,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"136","Acanthopagrus latus",28.7930000332887,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"137","Acanthopagrus latus",18.8670732201254,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"138","Acanthopagrus latus",27.2941807472249,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"139","Acanthopagrus latus",31.7714412303199,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"140","Acanthopagrus latus",18.9312051874635,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"141","Acanthopagrus latus",27.1480356057201,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"142","Acanthopagrus latus",23.4564858765727,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"143","Acanthopagrus latus",18.4400704737147,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"144","Acanthopagrus latus",18.6601756378934,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"145","Acanthopagrus latus",18.3275143236753,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"146","Acanthopagrus latus",22.4274698395091,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"147","Acanthopagrus latus",18.8628013805936,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"148","Acanthopagrus latus",27.0949300440781,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"149","Acanthopagrus latus",32.5028926006623,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"150","Acanthopagrus latus",19.5319078015661,"Sparidae","Acanthopagrus","latus",NA,"Y",NA
"151","Acanthurus mata",29.544422471945,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"152","Acanthurus mata",29.5074427481786,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"153","Acanthurus mata",28.643424454,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"154","Acanthurus mata",25.9919139727364,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"155","Acanthurus mata",27.7501027689442,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"156","Acanthurus mata",27.4317766784963,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"157","Acanthurus mata",29.0998943395668,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"158","Acanthurus mata",27.2497254444759,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"159","Acanthurus mata",29.9187064895653,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"160","Acanthurus mata",27.2454886153009,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"161","Acanthurus mata",30.0685076441191,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"162","Acanthurus mata",25.9112155067308,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"163","Acanthurus mata",25.4939249692156,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"164","Acanthurus mata",34.3967680917287,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"165","Acanthurus mata",27.1618701354529,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"166","Acanthurus mata",28.5762258609776,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"167","Acanthurus mata",29.2454273423453,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"168","Acanthurus mata",27.0295041124772,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"169","Acanthurus mata",29.0086595050443,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"170","Acanthurus mata",28.7161353333839,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"171","Acanthurus mata",27.5603684828984,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"172","Acanthurus mata",28.1155082637546,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"173","Acanthurus mata",27.918985114946,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"174","Acanthurus mata",32.1961977213287,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"175","Acanthurus mata",26.5200891997184,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"176","Acanthurus mata",25.8186124282396,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"177","Acanthurus mata",28.0611072802332,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"178","Acanthurus mata",28.6004611891972,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"179","Acanthurus mata",28.8497591206086,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"180","Acanthurus mata",27.0797726206039,"Acanthuridae","Acanthurus","mata","Y",NA,NA
"181","Achirus mazatlanus",22.2414997151265,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"182","Achirus mazatlanus",29.8407231537862,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"183","Achirus mazatlanus",24.5726216113698,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"184","Achirus mazatlanus",22.8876290682811,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"185","Achirus mazatlanus",24.9429315176118,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"186","Achirus mazatlanus",25.0706581954132,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"187","Achirus mazatlanus",29.3401048624268,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"188","Achirus mazatlanus",25.9914881460786,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"189","Achirus mazatlanus",28.1777167534341,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"190","Achirus mazatlanus",24.0838381821896,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"191","Achirus mazatlanus",26.4151612232853,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"192","Achirus mazatlanus",24.6541645782357,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"193","Achirus mazatlanus",26.0236494972359,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"194","Achirus mazatlanus",22.7901266049395,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"195","Achirus mazatlanus",21.4331559743713,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"196","Achirus mazatlanus",32.2383235195156,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"197","Achirus mazatlanus",27.6768369078542,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"198","Achirus mazatlanus",21.6276029448875,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"199","Achirus mazatlanus",23.7184177539113,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"200","Achirus mazatlanus",21.8425009392733,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"201","Achirus mazatlanus",32.8968117754713,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"202","Achirus mazatlanus",30.0015188707854,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"203","Achirus mazatlanus",24.8486464435743,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"204","Achirus mazatlanus",27.4889729829664,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"205","Achirus mazatlanus",24.3613222215069,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"206","Achirus mazatlanus",24.1591118482673,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"207","Achirus mazatlanus",23.1388448954401,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"208","Achirus mazatlanus",23.772471599467,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"209","Achirus mazatlanus",31.10716372968,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"210","Achirus mazatlanus",25.5382303403119,"Achiridae","Achirus","mazatlanus",NA,"Y",NA
"211","Acipenser baerii",3.97437187639853,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"212","Acipenser baerii",4.58282666171364,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"213","Acipenser baerii",9.4174655253984,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"214","Acipenser baerii",0.868055342230454,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"215","Acipenser baerii",-1.46149390678962,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"216","Acipenser baerii",11.5845759269086,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"217","Acipenser baerii",1.23427869360261,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"218","Acipenser baerii",-0.144072769883734,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"219","Acipenser baerii",-2.65337719207582,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"220","Acipenser baerii",-2.89023523131194,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"221","Acipenser baerii",0.584908591450662,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"222","Acipenser baerii",6.41294263160221,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"223","Acipenser baerii",8.81788243349517,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"224","Acipenser baerii",6.85105040536607,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"225","Acipenser baerii",1.61324057619872,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"226","Acipenser baerii",3.6834721543359,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"227","Acipenser baerii",-0.0537669083445,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"228","Acipenser baerii",-0.115480160792448,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"229","Acipenser baerii",7.71678819705639,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"230","Acipenser baerii",-1.57436912144436,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"231","Acipenser baerii",12.9516536712603,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"232","Acipenser baerii",2.94971359421206,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"233","Acipenser baerii",4.44030581319542,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"234","Acipenser baerii",-0.219672261409768,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"235","Acipenser baerii",0.582878437625214,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"236","Acipenser baerii",-3.04816670554604,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"237","Acipenser baerii",2.49692152008722,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"238","Acipenser baerii",5.43992395211109,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"239","Acipenser baerii",4.97699962019854,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"240","Acipenser baerii",-0.42996186450427,"Acipenseridae","Acipenser","baerii",NA,"Y",NA
"241","Acipenser brevirostrum",12.0188575392168,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"242","Acipenser brevirostrum",14.1350281852152,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"243","Acipenser brevirostrum",28.8986963696347,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"244","Acipenser brevirostrum",9.44270540889635,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"245","Acipenser brevirostrum",16.5225244938188,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"246","Acipenser brevirostrum",31.9005566006227,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"247","Acipenser brevirostrum",17.0993758436382,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"248","Acipenser brevirostrum",7.79854265712477,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"249","Acipenser brevirostrum",12.9339127867531,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"250","Acipenser brevirostrum",21.4321115227468,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"251","Acipenser brevirostrum",15.0703517397317,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"252","Acipenser brevirostrum",13.6941139790465,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"253","Acipenser brevirostrum",15.3044535993985,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"254","Acipenser brevirostrum",18.5140181012091,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"255","Acipenser brevirostrum",29.6556100028942,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"256","Acipenser brevirostrum",17.1910625259092,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"257","Acipenser brevirostrum",25.8306371304092,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"258","Acipenser brevirostrum",22.5055829833258,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"259","Acipenser brevirostrum",17.0058034030854,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"260","Acipenser brevirostrum",6.5199200668225,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"261","Acipenser brevirostrum",13.9952525770553,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"262","Acipenser brevirostrum",14.2261126649594,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"263","Acipenser brevirostrum",18.1937943728822,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"264","Acipenser brevirostrum",27.4516162360099,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"265","Acipenser brevirostrum",34.7872781255811,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"266","Acipenser brevirostrum",29.2793426132869,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"267","Acipenser brevirostrum",16.8616504729273,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"268","Acipenser brevirostrum",4.86771659691238,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
"269","Acipenser brevirostrum",14.9729966392672,"Acipenseridae","Acipenser","brevirostrum",NA,"Y",NA
